	Unnamed: 0	sentence_A	sentence_B	label	idx
139	139	A: And, uh, I got to stay home with my kids, which I really wanted to do, but now I could not go back and do it. B: Yeah. A: I really couldn't, I don't think I could stay home all the time and do nothing.	he could stay home all the time and do nothing	contradiction	139
169	169	A: And now it's election time again so they're trying to lower them. B: Oh. A: So they're just talk about lowering them but they never do, they just keep raising them. B: I've never seen taxes really go down.	taxes would really go down	contradiction	169
13	13	It was Alan's idea. He made a sour kind of joke out of it, that they must wait until their wedding night. Carolyn agreed because she could see he meant it although she didn't understand why.	Alan meant it	entailment	13
171	171	B: And, you know, the whole electronic classroom idea. I don't know if I I'm yeah, in favor of, yeah, A: I don't think that's going to work.	that is going to work	contradiction	171
40	40	Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry? Did he intend to ignore her completely? Then Isabel saw Ellen's stunned face and realised that her maid at least did not know she had spent the night alone.	Isabel had spent the night alone	entailment	40
36	36	``You don't need to worry. We're quite adequately chaperoned. Rosa is a woman of strict moral principles.'' If she knows I'm in here she's probably hovering outside the door right now.	he's in here	entailment	36
53	53	Oh, I did, I did! I was lucky. I would have liked brothers and sisters but I don't remember that I was ever lonely.	she was ever lonely	contradiction	53
232	232	B: Yeah. Those are pretty. A: Number one turned out just great, and the lady said she couldn't believe that they know that I had done it in the color that they had decorated the nursery	they know that she had done it in the colors that they had decorated the nursery	entailment	232
73	73	At length she decided that there was nothing to be gained by worrying her. Probably there was some quite innocent explanation, which Roger Kenyon would give her when she returned the wallet - if, indeed, it were his. And yet why had his manner changed so abruptly when he learned that the girl whose hat he had rescued was going to live at Sunset Cottage?	the girl whose hat Roger Kenyon had rescued was going to live at Sunset Cottage	entailment	73
234	234	B: I do not know. I wonder where he gets it? You know, you must, I think TV is bad. Because they, uh, show all sorts of violence on, A: That and I do not think a lot of parents, I mean, I do not know how it is in the Air Force base. But, uh, I just do not think a lot of people, because of the economy, both need to work, you know. I just do not think a lot of parents are that involved any more.	a lot of parents are that involved	contradiction	234
243	243	The South Korean government is signing a protocol today establishing formal diplomatic relations with Poland. The two are also signing a trade agreement. South Korean government officials said they don't expect that Seoul can loan money to Warsaw, but it can ``offer experience.''	Seoul can loan money to Warsaw	contradiction	243
115	115	I WAS really only a bystander in the tragedy of young Mr and Mrs McLeod. It was not really my business although it could be said that I had known them both - had seen them about - for most of their lives.	she had known Mr. and Mrs. McLeod for most of their lives	entailment	115
76	76	``Clever''. Klug means ``clever''. Would you say that Abie was clever?	Abie was clever	neutral	76
219	219	B: Uh-huh. So, yeah, that's the thing is just to look at the school system in the area that you move into before you. A: Uh-huh. Of course we have a slight problem in that, uh, the number of the illiterate in America is mushrooming at this point, and, uh, you know, where our kids might be in a great school, we're still paying an awful lot of taxes for people who are on welfare and unemployment because they can't read, you know. B: Uh-huh. A: So. B: But do you think that there should be, um, nationwide, um, curriculum?	there should be a nationwide curriculum	neutral	219
44	44	Nevertheless, her heart sank at the thought of spending an evening with him in his present state of mind, and she was tempted to invent a sore throat in order to get out of it. But he had been very helpful over the Puddephat business, she admitted to herself, and his moods were unpredictable - he might be on top of the world by the time he arrived at the cinema. ``I'm still keen if you are '' she said brightly pretending she had not noticed anything was amiss.	something was amiss	entailment	44
223	223	A: Well, I don't know, uh, I have a hard time getting, uh, people on the telephone. B: Oh really. A: Uh-huh, getting through to anybody. Sometimes I call off and on all day, B: Huh. A: but anyway, uh, I guess we're supposed to be talking about family reunions aren't we.	they're supposed to be talking about family reunions	entailment	223
67	67	It is all very well, in these changing times, to adapt one's work to take in duties not traditionally within one's realm. But bantering is of another dimension altogether. For one thing how would one know for sure that at any given moment a response of the bantering sort is truly what is expected?	at any given moment a response of the bantering sort is truly what is expected	neutral	67
239	239	B: And the tanks came in and, you know, pretty much took care of that. A: Exactly. B: And, A: Yeah, uh, that, personally I don't see as Gorbachev as being maybe a threat, and I think he's actually, honestly trying to do some change. B: Uh-huh. A: But I don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either.	Gorbachev is going to be allowed to get away with doing some change	contradiction	239
63	63	It's where the bands practise. I can't remember what band Petra's in, but I seen them practise once. They were OK but I didn't think they was brilliant.	Petra's band was brilliant	contradiction	63
121	121	A: and then once they do get elected, they don't have the power or the authority or the willingness to do those things that they promised, you know, beforehand. B: Right. A: You know, maybe it just wasn't possible at all in the first place, you know, like the no new taxes thing. You know, that's, uh, with the economy going the way it is and everything, that was nearly ridiculous thing to, even try to do. B: Yeah.  Yeah. Well, I don't think he's going to have to worry about that next year.	he's going to have to worry about that next year	contradiction	121
97	97	Matthew rode on feeling a little more at peace with himself. He skirted the spruce plantation and supposed that at some point he should tell Sara about it. He could imagine that she might be interested in its money-making propensity at the end of the year.	Sara might be interested in its money-making propensity at the end of the year	entailment	97
190	190	B: The kind you have sounds very interesting, though. A: Well, um, they're really sweet dogs. uh, we thought probably our neighborhood in Houston had more of this breed than any other place just because of, um, the family that had them and bred them.	their neighborhood in Houston had more of this breed than any other place because of the family that had them and bred them	entailment	190
102	102	``Oh, very well,'' he said wearily. He might have known that it was useless to argue with McAllister - her tongue was as long as her will was strong.	it was useless to argue with McAllister	entailment	102
124	124	A: so you hear so much, you get a little tired of it, but then again, so many people you got to understand only catch it once a day, maybe B: Yep. A: but I think the quality of uh, our news is just, uh, I don't believe it could be better	it could be better	contradiction	124
153	153	B: I mean, you can't guarantee that they wouldn't escape from prison and do it again. A: Right.  And then do it all over again.  Uh-huh. B: And I don't think that rehabilitation is effective.	rehabilitation is effective	contradiction	153
194	194	B: And, uh, I think they've all developed kind of an interest in reading also. A: That's re-, yeah. B: I'm not saying they read all the right things	they read all the right things	contradiction	194
146	146	A: Do you go to museums in Europe? B: Uh, actually, no, I don't think I went to any of them.	she went to some of them	contradiction	146
109	109	And I was excited by my new importance. Proud and pleased to be playing opposite Frank Donovan who had once stood in for Hayden Coffin. Occasionally perhaps I should notice that he was not the jovial easy-going character I remembered from my humble place in the chorus.	Frank Donovan was not the jovial easy-going character she remembered	entailment	109
3	3	Part of it was to be compulsorily purchased. You could say that Gustave was shepherded into creative retreat at Croisset by epilepsy. You could also say he was driven there by the railway.	Gustave was driven to creative retreat in Croisset by the railway	entailment	3
142	142	A: so it's nice to get away. It's just amazing, how much you miss. B: Yeah, it,  Yeah, it, yeah, it really is. I mean, I don't think I ever see the Little Dipper,	she has seen the Little Dipper	contradiction	142
207	207	B: you know, sometimes I would go over, but you know, it wouldn't hit me in a big way because I knew that, uh, I would have it covered in that respect. A: Right.  Right. That's good. I don't think we've gone that far, to pay it you know, in advance before we spend it,	they've gone that far	contradiction	207
